0.000,0.47563867
5.314,0.48358444
10.629,0.48985074
15.943,0.49151864
21.257,0.49237553
26.571,0.48790546
31.886,0.4808444
37.200,0.47509211
42.514,0.46518108
47.829,0.45149926
53.143,0.43791979
58.457,0.42554999
63.771,0.41414113
69.086,0.40280623
74.400,0.39163885
79.714,0.37831821
85.029,0.3664671
90.343,0.35795151
95.657,0.34984234
100.972,0.34491141
106.286,0.33859522
111.600,0.33338068
116.914,0.32782742
122.229,0.32456209
127.543,0.31940407
132.857,0.31543789
138.172,0.31156765
143.486,0.30762616
148.800,0.3030253
154.114,0.30110805
159.429,0.29995708
164.743,0.30136922
170.057,0.30365949
175.372,0.31050126
180.686,0.31550212
186.000,0.32207072
191.314,0.32914918
196.629,0.33828593
201.943,0.34813422
207.257,0.35883539
212.572,0.36652652
217.886,0.37680324
223.200,0.38533455
228.514,0.39159089
233.829,0.3958572
239.143,0.39986927
244.457,0.40297755
249.772,0.4038768
255.086,0.40484375
260.400,0.40502161
265.714,0.40603028
271.029,0.40516015
276.343,0.40184479
281.657,0.39730585
286.972,0.39414259
292.286,0.39036139
297.600,0.38552805
302.914,0.37854146
308.229,0.3729804
313.543,0.36490786
318.857,0.35910083
324.172,0.35200695
329.486,0.34686166
334.800,0.34217016
340.115,0.33756335
345.429,0.3353867
350.743,0.33334272
356.057,0.33112764
361.372,0.32753175
366.686,0.32384014
372.000,0.32314245
377.315,0.32290387
382.629,0.32222508
387.943,0.32407224
393.257,0.32324323
398.572,0.32187904
403.886,0.32328518
409.200,0.3263704
414.515,0.32860576
419.829,0.33142957
425.143,0.33566812
430.457,0.34034468
435.772,0.34662293
441.086,0.35181762
446.400,0.35597763
451.715,0.36191017
457.029,0.36695291
462.343,0.37053518
467.657,0.37444877
472.972,0.37666407
478.286,0.37932186
483.600,0.37950496
488.915,0.38086446
494.229,0.38045079
499.543,0.37968246
504.857,0.38197424
510.172,0.38161563
515.486,0.38137095
520.800,0.37947897
526.115,0.37698898
531.429,0.37412895
536.743,0.37268878
542.058,0.36955815
547.372,0.36807105
552.686,0.36220108
558.000,0.35802276
563.315,0.35486815
568.629,0.35179015
573.943,0.34828798
579.258,0.34666943
584.572,0.34270424
589.886,0.33965476
595.200,0.33950485
600.515,0.33964316
605.829,0.33985308
611.143,0.34056917
616.458,0.34042197
621.772,0.34223376
627.086,0.34280846
632.400,0.34484118
637.715,0.34500971
643.029,0.34649515
648.343,0.34823314
653.658,0.35167316
658.972,0.35657591
664.286,0.35808565
669.600,0.36123375
674.915,0.36167311
680.229,0.36322447
685.543,0.36563441
690.858,0.36509427
696.172,0.36540117
701.486,0.36731532
706.800,0.37031999
712.115,0.3702614
717.429,0.37044544
722.743,0.37260891
728.058,0.37506555
733.372,0.37520888
738.686,0.37645162
744.001,0.37707469
749.315,0.37740719
754.629,0.37802595
759.943,0.37859465
765.258,0.37662843
770.572,0.37356408
775.886,0.36881155
781.201,0.36551533
786.515,0.36012797
791.829,0.35759944
797.143,0.35491859
802.458,0.35332851
807.772,0.35114556
813.086,0.34912365
818.401,0.34631549
823.715,0.34474192
829.029,0.34370268
834.343,0.34115564
839.658,0.33716307
844.972,0.33544413
850.286,0.3347436
855.601,0.33746378
860.915,0.33690414
866.229,0.33594244
871.543,0.33500909
876.858,0.33730741
882.172,0.33783821
887.486,0.3401327
892.801,0.34164518
898.115,0.34555553
903.429,0.34677688
908.743,0.34792342
914.058,0.34946705
919.372,0.35285036
924.686,0.35466188
930.001,0.35685699
935.315,0.35841592
940.629,0.36040994
945.943,0.36351871
951.258,0.36550628
956.572,0.36656186
961.886,0.3660714
967.201,0.36891826
972.515,0.36714309
977.829,0.3670467
983.144,0.36948808
988.458,0.37034779
993.772,0.3701853
999.086,0.36946648
1004.401,0.36820508
1009.715,0.36577621
1015.029,0.36372596
1020.344,0.36236812
1025.658,0.36064578
1030.972,0.36150568
1036.286,0.359045
1041.601,0.35663175
1046.915,0.35639951
1052.229,0.35488795
1057.544,0.35439757
1062.858,0.35415376
1068.172,0.35302447
1073.486,0.35086579
1078.801,0.34827946
1084.115,0.34645893
1089.429,0.34610747
1094.744,0.34539323
1100.058,0.34578367
1105.372,0.34671313
1110.687,0.34942754
1116.001,0.34988215
1121.315,0.34928883
1126.629,0.34969887
1131.944,0.3507528
1137.258,0.35214186
1142.572,0.35350961
1147.887,0.35681937
1153.201,0.35665839
1158.515,0.35817914
1163.829,0.35997081
1169.144,0.36211964
1174.458,0.36238812
1179.772,0.3638019
1185.087,0.3632055
1190.401,0.36372205
1195.715,0.36257393
1201.029,0.36286694
1206.344,0.36377403
1211.658,0.36443311
1216.972,0.36448133
1222.287,0.36262989
1227.601,0.36317713
1232.915,0.36092646
1238.229,0.35921365
1243.544,0.35984834
1248.858,0.35762425
1254.172,0.3566978
1259.487,0.35683251
1264.801,0.35644382
1270.115,0.35629525
1275.429,0.35401215
1280.744,0.35147399
1286.058,0.34934249
1291.372,0.34827721
1296.687,0.34716952
1302.001,0.34767579
1307.315,0.34633329
1312.630,0.34672962
1317.944,0.34766577
1323.258,0.34830439
1328.572,0.34798418
1333.887,0.34864132
1339.201,0.34981428
1344.515,0.35053934
1349.830,0.35133082
1355.144,0.3518327
1360.458,0.35167175
1365.772,0.35018465
1371.087,0.35124722
1376.401,0.35133185
1381.715,0.35359753
1387.030,0.35545118
1392.344,0.35660305
1397.658,0.35782408
1402.972,0.35848604
1408.287,0.35852323
1413.601,0.36164707
1418.915,0.36254564
1424.230,0.36323374
1429.544,0.36560261
1434.858,0.36594989
1440.172,0.36544948
